KOMMNR;KOMMUNE;PARTIKODE;PARTINAVN;PLASSNR;NAVN;FØDT;KJØNN;STEMMETILLEGG;STILTE 2007
0100;Østfold;A;Det norske Arbeiderparti;33;Øystein Brede Bergersen;1948;M;N;J
0100;Østfold;A;Det norske Arbeiderparti;34;Lisa Margit Skaret;1952;K;N;J
0100;Østfold;A;Det norske Arbeiderparti;35;Kåre Sundbrei;1951;M;N;J
0100;Østfold;A;Det norske Arbeiderparti;36;Caroline Svendsen;1993;K;N;J
0100;Østfold;A;Det norske Arbeiderparti;37;Håkon Rene Bach Mikkelsen;1968;M;N;J
0100;Østfold;A;Det norske Arbeiderparti;38;Julia S Rosseland Hansen;1992;K;N;J
0100;Østfold;A;Det norske Arbeiderparti;39;Jonas Bech Martinsen;1992;M;N;J
0100;Østfold;A;Det norske Arbeiderparti;40;Tone Holm;1954;K;N;J
0100;Østfold;DEMN;Demokratene i Norge;1;Dag Harald Pettersen;1965;M;N;N
0100;Østfold;DEMN;Demokratene i Norge;2;Tor-Arne Hæger Berg;1983;M;N;N
0100;Østfold;DEMN;Demokratene i Norge;3;Håkan Ingvar Håkansson;1944;M;N;N
0100;Østfold;DEMN;Demokratene i Norge;4;Mads Fredrik Lohne;1978;M;N;N
0100;Østfold;DEMN;Demokratene i Norge;5;Kjell Arne Mjønes;1956;M;N;N
0100;Østfold;DEMN;Demokratene i Norge;6;Olga Kerler;1983;K;N;N
0100;Østfold;DEMN;Demokratene i Norge;7;Britt Karine Aspelund;1991;K;N;N
0100;Østfold;DEMN;Demokratene i Norge;8;Maria Lindgren;1991;K;N;N
0100;Østfold;DEMN;Demokratene i Norge;9;Hans Reidar Stjernevall;1981;M;N;N
0100;Østfold;DEMN;Demokratene i Norge;10;Eva Engseth Herbert;1949;K;N;N
0100;Østfold;DEMN;Demokratene i Norge;11;Camilla T Faraasen;1981;K;N;N
0100;Østfold;DEMN;Demokratene i Norge;12;Tom Heine Olsen;1981;M;N;N
0100;Østfold;DEMN;Demokratene i Norge;13;Rene Sigurd Pedersen;1946;M;N;N
0100;Østfold;DEMN;Demokratene i Norge;14;Haakon-Jarle Revheim;1961;M;N;N
0100;Østfold;FRP;Fremskrittspartiet;1;Erlend Wiborg;1984;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;2;Leif Willy Eriksen;1948;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;3;Bente Frederikke Stensrød;1972;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;4;Monica Carmen Gåsvatn;1968;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;5;Kjell Håvard Jensen;1958;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;6;Ove Henry Virik Jørgensen;1955;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;7;Hanne Therese S Myhrer;1974;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;8;Eva Evita Lexander;1980;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;9;Arvid Vestvik;1952;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;10;Julia Sanna M Brännström;1991;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;11;Ulf Meyer;1957;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;12;Liv Ingeborg Leirstein;1939;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;13;Kai Roger Hagen;1972;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;14;Geir Haakon Gravdahl;1967;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;15;Liv Synnøve Andresen;1951;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;16;Kurt Vegar Ø Johansen;1982;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;17;Terje Aarhus;1952;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;18;Ole Johan Hellås Lakselv;1968;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;19;Bjørnar Laabak;1961;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;20;Ingolf Ove Paller;1959;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;21;Marie V C Molo Peter;1991;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;22;Birgitta Grimeland;1958;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;23;Eva Kristin Andersen;1972;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;24;Eivind Norman Borge;1950;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;25;Aud Blakkestad;1950;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;26;Lena Maria Solveig Linge;1968;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;27;Rune Jørgensen;1970;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;28;Unni Blakkestad;1964;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;29;Kjell Erik Haug;1956;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;30;Kjersti Bakker;1963;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;31;Stein Erik Westlie;1958;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;32;Jan Erik Winås;1945;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;33;Jon Jæger Gåsvatn;1954;M;N;J
0100;Østfold;FRP;Fremskrittspartiet;34;Vigdis Karen Giltun;1952;K;N;J
0100;Østfold;FRP;Fremskrittspartiet;35;Ulf Isak Leirstein;1973;M;N;J
0100;Østfold;H;Høyre;1;Eirik Milde;1958;M;N;J
0100;Østfold;H;Høyre;2;Gretha Kant;1945;K;N;J
0100;Østfold;H;Høyre;3;Erik Mogens Unaas;1959;M;N;J
0100;Østfold;H;Høyre;4;Ingjerd Schou;1955;K;N;J
0100;Østfold;H;Høyre;5;Simen Nord;1989;M;N;J
0100;Østfold;H;Høyre;6;Bjørn Gitle Hauge;1957;M;N;J
0100;Østfold;H;Høyre;7;Tor Prøitz;1946;M;N;J
0100;Østfold;H;Høyre;8;Gretha Evelin Thuen;1954;K;N;J
0100;Østfold;H;Høyre;9;Rolf Sigmund Klerud;1944;M;N;J
0100;Østfold;H;Høyre;10;Anette Lie Christensen;1988;K;N;J
0100;Østfold;H;Høyre;11;Hilde Sigrund Borger;1959;K;N;J
0100;Østfold;H;Høyre;12;Thor Reidar Hals;1967;M;N;J
0100;Østfold;H;Høyre;13;Olav Peder Breivik;1952;M;N;J
0100;Østfold;H;Høyre;14;May-Ann Fagerheim;1944;K;N;J
0100;Østfold;H;Høyre;15;Ingrid Isaachsen Willoch;1943;K;N;J
0100;Østfold;H;Høyre;16;Sissel Annette Vedal;1966;K;N;J
0100;Østfold;H;Høyre;17;Lene Elisabeth Strøm;1973;K;N;J
0100;Østfold;H;Høyre;18;Terje Yngvar Beck;1955;M;N;J
0100;Østfold;H;Høyre;19;Inger Elisabeth Blomsnes;1939;K;N;J
0100;Østfold;H;Høyre;20;Karen Eg Taraldrud;1951;K;N;J
0100;Østfold;H;Høyre;21;Ola Hilmar Storli;1956;M;N;J
0100;Østfold;H;Høyre;22;Magne Nord Berg;1981;M;N;J
0100;Østfold;H;Høyre;23;Elham Binai-Faal;1981;K;N;J
0100;Østfold;H;Høyre;24;Leif Elmar Nyland;1950;M;N;J
0100;Østfold;H;Høyre;25;Roar Lund;1965;M;N;J
0100;Østfold;H;Høyre;26;Wenche Winther Andersen;1955;K;N;J
0100;Østfold;H;Høyre;27;Bjarne Fredrik Kjærnes;1937;M;N;J
0100;Østfold;H;Høyre;28;Mia Torgersen Milde;1990;K;N;J
0100;Østfold;H;Høyre;29;Eivind H Sundrehagen;1976;M;N;J
0100;Østfold;H;Høyre;30;Bengt Morten M Wenstøb;1963;M;N;J
0100;Østfold;H;Høyre;31;Irene Beatrice Brevad;1970;K;N;J
0100;Østfold;H;Høyre;32;Peter J H Henskjold Kuran;1953;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;1;Olav Ingebjørn Moe;1968;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;2;Britt H E. Gulbrandsen;1961;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;3;John Thune;1948;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;4;Ann-Karin Aarvik;1942;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;5;Jan Erik Sundby;1955;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;6;Gerd-Berit Odberg;1946;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;7;Per Lebesby;1947;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;8;Camilla B Husebråten;1972;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;9;Ståle Solberg;1965;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;10;Kari Haugen Pettersen;1952;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;11;Finn Alexander Jensen;1966;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;12;Turid Iren Almvik Meyer;1959;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;13;Brynjar Høidebraaten;1963;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;14;Merete Bogen;1969;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;15;Bjørn Einar Angell;1939;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;16;Inger Marit Sverresen;1949;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;17;Tore Johansen;1947;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;18;Anne-Karine Enstad Gramen;1954;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;19;Tormod Lund;1950;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;20;Solvei M Bærby Eriksen;1952;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;21;Svein Christoffersen;1943;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;22;Ragnhild W Karlsen;1955;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;23;Dag Walter Søby;1963;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;24;Inger Lise Brække;1946;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;25;Svein Harald Østevik;1946;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;26;Harald Anders Smaadahl;1948;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;27;Kari Mette Sundby;1954;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;28;Erik Matias Parmer;1961;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;29;Annie Rommetveit;1944;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;30;Knut Annar Hasle;1946;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;31;Solveig H H Andersen;1962;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;32;Øivind Nygård;1948;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;33;Inge Hermann Rydland;1950;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;34;Bjørnar Ludvig Grønbech;1949;M;N;J
0100;Østfold;KRF;Kristelig Folkeparti;35;Tove Karstensen;1940;K;N;J
0100;Østfold;KRF;Kristelig Folkeparti;36;Georg Spernes;1944;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;1;Kai Anders Spydevold;1943;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;2;Leif Olaf Bjørkå;1947;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;3;Malvin Kristian Sjøli;1943;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;4;Inger Lise Lande;1947;K;N;J
0100;Østfold;KSP;Kristent Samlingsparti;5;Magnus Peder H Bjerkeng;1942;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;6;Thore Jan Haug;1947;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;7;Lillian L Christiansen;1941;K;N;J
0100;Østfold;KSP;Kristent Samlingsparti;8;Bjørg Solveig Grimstad;1933;K;N;J
0100;Østfold;KSP;Kristent Samlingsparti;9;Tor Åge Marthinsen;1956;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;10;Hans Jacob Lislerud;1945;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;11;Per Steinar Sjøli;1945;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;12;Eva Oddlaug Hovland;1933;K;N;J
0100;Østfold;KSP;Kristent Samlingsparti;13;Arild Fjell;1938;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;14;Ingrid Sæther;1928;K;N;J
0100;Østfold;KSP;Kristent Samlingsparti;15;Rakel Wesstad;1929;K;N;J
0100;Østfold;KSP;Kristent Samlingsparti;16;Oluf Irenius Holmgren;1929;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;17;Kjell Trygve Halvorsen;1941;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;18;Ann-Lisbeth Bjerknes;1945;K;N;J
0100;Østfold;KSP;Kristent Samlingsparti;19;Gunnar Aamodt;1948;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;20;Gunnar Borger Fjeldstad;1939;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;21;Åge Fridtjof Bråten;1947;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;22;Tor Bernt Bersvendsen;1941;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;23;Robin Garberg Gule;1939;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;24;Frank D Gundersen Filar;1967;M;N;J
0100;Østfold;KSP;Kristent Samlingsparti;25;Laila Valborg Ilaug;1941;K;N;J
0100;Østfold;KSP;Kristent Samlingsparti;26;Oddvar Arnfinn Kingsrød;1931;M;N;J
0100;Østfold;KYST;Kystpartiet;1;Bjørn Hansen;1945;M;N;J
0100;Østfold;KYST;Kystpartiet;2;Finn Kåre Dyrø;1948;M;N;J
0100;Østfold;KYST;Kystpartiet;3;Siv P Paulsen Sagarino;1973;K;N;J
0100;Østfold;KYST;Kystpartiet;4;Jan Roger Andreassen;1956;M;N;J
0100;Østfold;KYST;Kystpartiet;5;Rosa K Kristofersdottir;1965;K;N;J
0100;Østfold;KYST;Kystpartiet;6;Steinar Vidar Thom;1961;M;N;J
0100;Østfold;KYST;Kystpartiet;7;Emil Revhaug;1989;M;N;J
0100;Østfold;KYST;Kystpartiet;8;Haftor B Kristofersson;1968;M;N;J
0100;Østfold;KYST;Kystpartiet;9;Knut Mathisen;1965;M;N;J
0100;Østfold;KYST;Kystpartiet;10;Lara B Kristofersdottir;1970;K;N;J
0100;Østfold;KYST;Kystpartiet;11;Arnhild Jensine Paulsen;1951;K;N;J
0100;Østfold;KYST;Kystpartiet;12;Villy Paul Paulsen;1951;M;N;J
0100;Østfold;KYST;Kystpartiet;13;Per Uno Karlsen;1949;M;N;J
0100;Østfold;KYST;Kystpartiet;14;Niels-Oddvar Johansen;1972;M;N;J
0100;Østfold;KYST;Kystpartiet;15;Jens Egil Moen;1947;M;N;J
0100;Østfold;KYST;Kystpartiet;16;Svein Erik Rydningen;1977;M;N;J
0100;Østfold;MDG;Miljøpartiet De Grønne;1;Hein Olai Stavlund;1958;M;N;J
0100;Østfold;MDG;Miljøpartiet De Grønne;2;Ingrid Margrethe Davidsen;1958;K;N;J
0100;Østfold;MDG;Miljøpartiet De Grønne;3;Stein Peterson;1960;M;N;J
0100;Østfold;MDG;Miljøpartiet De Grønne;4;Vibeke Julsrud;1956;K;N;J
0100;Østfold;MDG;Miljøpartiet De Grønne;5;Dag Ronny Pettersen;1964;M;N;J
0100;Østfold;MDG;Miljøpartiet De Grønne;6;Lill Ruud;1968;K;N;J
0100;Østfold;MDG;Miljøpartiet De Grønne;7;Ole-Magnus Olsen;1971;M;N;J
0100;Østfold;MDG;Miljøpartiet De Grønne;8;Raymond Svendsen;1970;M;N;J
0100;Østfold;PP;Pensjonistpartiet;1;Berit Minge;1942;K;N;J
0100;Østfold;PP;Pensjonistpartiet;2;Hans Torbjørn Glomsrud;1941;M;N;J
0100;Østfold;PP;Pensjonistpartiet;3;Elisabeth Sveberg;1932;K;N;J
0100;Østfold;PP;Pensjonistpartiet;4;Rolf Asle Anundsen;1944;M;N;J
0100;Østfold;PP;Pensjonistpartiet;5;Odd Anton Sæthre;1927;M;N;J
0100;Østfold;PP;Pensjonistpartiet;6;Lisa Brøndelsbo;1944;K;N;J
0100;Østfold;PP;Pensjonistpartiet;7;Harald Fredriksen;1932;M;N;J
0100;Østfold;PP;Pensjonistpartiet;8;Sigmund Bakkeli;1938;M;N;J
0100;Østfold;PP;Pensjonistpartiet;9;Rigmor Birgitte Sæthre;1933;K;N;J
0100;Østfold;PP;Pensjonistpartiet;10;Grethe Johannessen;1939;K;N;J
0100;Østfold;PP;Pensjonistpartiet;11;Edgar Rune Ringsrød;1944;M;N;J
0100;Østfold;PP;Pensjonistpartiet;12;Bjarne Nilsen;1935;M;N;J
0100;Østfold;PP;Pensjonistpartiet;13;Bjørn Anders Haugen;1937;M;N;J
0100;Østfold;PP;Pensjonistpartiet;14;Tore K Grindebakken;1944;M;N;J
0100;Østfold;PP;Pensjonistpartiet;15;Inger Johanne Ous;1949;K;N;J
0100;Østfold;RØDT;Rødt;1;Eirik Tveiten;1946;M;N;J
0100;Østfold;RØDT;Rødt;2;Aina Osen Skarshaug;1988;K;N;J
0100;Østfold;RØDT;Rødt;3;Elisabeth Hansen;1958;K;N;J
0100;Østfold;RØDT;Rødt;4;Abdulrahman Hussein Abbas;1958;M;N;J
0100;Østfold;RØDT;Rødt;5;Ingrid Synøve Klavestad;1948;K;N;J
0100;Østfold;RØDT;Rødt;6;Ivar Halsnes;1942;M;N;J
0100;Østfold;RØDT;Rødt;7;Tanja Billing Lybæk;1962;K;N;J
0100;Østfold;RØDT;Rødt;8;Torill Sørenssen;1959;K;N;J
0100;Østfold;RØDT;Rødt;9;Bjørn Terje Schømer;1991;M;N;J
0100;Østfold;RØDT;Rødt;10;Brit Langvik;1962;K;N;J
0100;Østfold;RØDT;Rødt;11;Britt Elisabeth W Øyen;1967;K;N;J
0100;Østfold;RØDT;Rødt;12;Morten Muggerud;1977;M;N;J
0100;Østfold;RØDT;Rødt;13;Jean M Jacobsen Martinsen;1992;M;N;J
0100;Østfold;RØDT;Rødt;14;Jon Michelet;1944;M;N;J
0100;Østfold;SP;Senterpartiet;1;Per Inge Bjerknes;1979;M;N;J
0100;Østfold;SP;Senterpartiet;2;Elin Johanne Tvete;1976;K;N;J
0100;Østfold;SP;Senterpartiet;3;Lars Vangen;1987;M;N;J
0100;Østfold;SP;Senterpartiet;4;Inger M Kaatorp Homstvedt;1962;K;N;J
0100;Østfold;SP;Senterpartiet;5;Johan Edvard Grimstad;1964;M;N;J
0100;Østfold;SP;Senterpartiet;6;Bente Sand;1963;K;N;J
0100;Østfold;SP;Senterpartiet;7;Hans Herman Utgård;1954;M;N;J
0100;Østfold;SP;Senterpartiet;8;Marie Bolstad;1992;K;N;J
0100;Østfold;SP;Senterpartiet;9;Jo Skjølsvold;1973;M;N;J
0100;Østfold;SP;Senterpartiet;10;Nina Krafft Skolleborg;1959;K;N;J
0100;Østfold;SP;Senterpartiet;11;Bjørn Erik Lauritzen;1964;M;N;J
0100;Østfold;SP;Senterpartiet;12;Kjerstin Wøyen Funderud;1970;K;N;J
0100;Østfold;SP;Senterpartiet;13;Hans Ek;1947;M;N;J
0100;Østfold;SP;Senterpartiet;14;Elisabeth Sjølie;1958;K;N;J
0100;Østfold;SP;Senterpartiet;15;Simen Gjølsjø;1961;M;N;J
0100;Østfold;SP;Senterpartiet;16;Karoline Fjeldstad;1979;K;N;J
0100;Østfold;SP;Senterpartiet;17;Gunnar Aandstad;1971;M;N;J
0100;Østfold;SP;Senterpartiet;18;Inger Elisabeth Haugene;1943;K;N;J
0100;Østfold;SP;Senterpartiet;19;Reidar Kaabbel;1974;M;N;J
0100;Østfold;SP;Senterpartiet;20;Silje Lund Edvardsen;1992;K;N;J
0100;Østfold;SP;Senterpartiet;21;Jan Håvard Kingsrød;1976;M;N;J
0100;Østfold;SP;Senterpartiet;22;Eva Elisabeth Koht-Norbye;1979;K;N;J
0100;Østfold;SP;Senterpartiet;23;Theodor Bye;1980;M;N;J
0100;Østfold;SP;Senterpartiet;24;Ellen Løchen Børresen;1953;K;N;J
0100;Østfold;SP;Senterpartiet;25;Ole Roald Amundsen;1950;M;N;J
0100;Østfold;SP;Senterpartiet;26;Martha Irene Mjølnerød;1960;K;N;J
0100;Østfold;SP;Senterpartiet;27;Per Olaf Roer;1959;M;N;J
0100;Østfold;SP;Senterpartiet;28;Anne-Grethe Larsen;1965;K;N;J
0100;Østfold;SP;Senterpartiet;29;Tor Erik Karstensen;1950;M;N;J
0100;Østfold;SP;Senterpartiet;30;Nora O S Rakkestad;1940;K;N;J
0100;Østfold;SP;Senterpartiet;31;Ole Andre Myhrvold;1978;M;N;J
0100;Østfold;SP;Senterpartiet;32;Anne Marie Bye Harlem;1992;K;N;J
0100;Østfold;SP;Senterpartiet;33;Knut Jørgen Herland;1952;M;N;J
0100;Østfold;SP;Senterpartiet;34;Tina Elisabeth Madsen;1974;K;N;J
0100;Østfold;SP;Senterpartiet;35;Gjermund Øistad;1974;M;N;J
0100;Østfold;SP;Senterpartiet;36;Kari Buer;1959;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;1;May Elisabeth Hansen;1953;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;2;Åsmund Møll Frengstad;1985;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;3;Kari-Mette Fjell;1965;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;4;Øyvind Fjeldberg;1953;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;5;Aase Botnevik Rennesund;1952;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;6;Helmi Mousa;1969;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;7;Camilla Sørensen Eidsvold;1964;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;8;Per Ole Andersrød;1957;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;9;Elin Thorshaug Bråten;1980;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;10;Knut Olav Lindelien;1951;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;11;Liv Belgen;1950;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;12;Leif Christensen;1968;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;13;Grete Nygren Rognes;1947;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;14;Roy Eilertsen;1948;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;15;Ingvild Vatne;1974;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;16;Mons Andreas Hvattum;1951;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;17;Nina A Hovden Sæther;1964;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;18;Fridtjof Dahlen;1960;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;19;Hildur Oline Østensen;1942;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;20;Arild Ådnem;1944;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;21;Mona Lindbeck;1971;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;22;Ernest Tell;1959;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;23;Marianne Dagfinrud;1959;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;24;Tom W Godtfredsen Dreyer;1958;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;25;Lisbeth Myhrvold Olsen;1949;K;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;26;Odd Jan Skriubakken;1946;M;N;J
0100;Østfold;SV;Sosialistisk Venstreparti;27;Ragnhild Haakaas;1944;K;N;J
0100;Østfold;V;Venstre;1;Per M Finnanger Sandsmark;1989;M;N;J
0100;Østfold;V;Venstre;2;Sindre Westerlund Mork;1961;M;N;J
0100;Østfold;V;Venstre;3;Britt Fladmark Holta;1960;K;N;J
0100;Østfold;V;Venstre;4;Signe Marie Kristensen;1991;K;N;J
0100;Østfold;V;Venstre;5;Per E Braseth-Ellingsen;1979;M;N;J
0100;Østfold;V;Venstre;6;Maren J Hersleth Holsen;1976;K;N;J
0100;Østfold;V;Venstre;7;Christian Holstad Lilleng;1972;M;N;J
0100;Østfold;V;Venstre;8;Cathrine Orm;1974;K;N;J
0100;Østfold;V;Venstre;9;Simen Saxebøl;1978;M;N;J
0100;Østfold;V;Venstre;10;Ida Marie Frogner;1988;K;N;J
0100;Østfold;V;Venstre;11;Kjell Jørgensen;1966;M;N;J
0100;Østfold;V;Venstre;12;Jan Tore Gjøby;1964;M;N;J
